index,45M_index,dielectric,homo,lumo,oxidation,reduction,ip,ea,deo,der,oxidation_solv,reduction_solv,ip_solv,ea_solv,deo_solv,der_solv,redox_stable
1232,12179695,3.1438744643192784,-0.2569,-0.13558,8.040303653380903,2.284874862184521,8.114645198191198,2.301038433774648,8.148060797381078,2.2512687831796545,6.056657084394264,3.905762176064279,6.130998629204559,3.921925747654405,6.164414228394438,3.872156097059412,yes
1233,12195091,3.018305901393719,-0.25593,-0.10145,8.12032993176127,1.3692972402065071,8.169038337755849,1.359854884408692,8.238509041956787,1.2895678382098157,6.324476309143448,2.791948960847888,6.373184715138027,2.782506605050073,6.442655419338964,2.7122195588511966,yes
1234,12213709,2.6189281662870214,-0.24887,-0.16711,8.160596409082247,3.0662169608505363,8.216570258880138,3.0542983676527853,8.263401078279458,3.0017259428524943,5.931213673283805,4.551570168985037,5.987187523081696,4.539651575787287,6.034018342481015,4.487079150986996,yes
1235,12218949,2.460728011608536,-0.23048,-0.12384,7.522509650898954,2.0804549612890235,7.527298857296143,2.064944463291061,7.546836642496312,1.99775951669054,5.584311235659922,3.6248901869658567,5.589100442057111,3.609379688967894,5.608638227257281,3.542194742367373,yes
1236,12231088,2.640092461282195,-0.25951,-0.13028,6.056186599301734,4.288932702311289,6.166664883295038,4.151215806915603,6.157766755502036,4.109527942109486,4.135578231668546,6.204071306413134,4.24605651566185,6.066354411017448,4.237158387868848,6.024666546211331,no
1237,12243695,2.899282375157,-0.25928,-0.04243,7.895883773817527,2.7507313090417407,7.927040826822389,2.5765783490421468,7.959939409416668,2.43494301204398,5.812680488343461,4.302827931598441,5.843837541348323,4.128674971598846,5.876736123942602,3.98703963460068,no
1238,12246479,2.5865210387867443,-0.25053,-0.15526,8.083282182096905,2.778376975775116,8.084479483696976,2.8107041189770245,8.120779491298133,2.761016102575638,5.981600233528488,4.198174737577002,5.982797535128558,4.23050188077891,6.019097542729717,4.180813864377524,yes
1239,12276179,2.828613165570585,-0.2523,-0.1519,6.426215434341201,2.6429097556583345,6.481454576340947,2.643943788861911,6.48882886574089,2.6018205416599867,4.462979673905784,4.137518431698164,4.51821881590553,4.13855246490174,4.525593105305473,4.096429217699815,yes
1240,12293371,3.309825653078285,-0.25157,-0.10546,8.126232900765412,1.6016728001019864,8.178233886160958,1.572311699511151,8.233500239560636,1.4964735277015415,6.227069837475932,3.2148592877733444,6.2790708228714776,3.185498187182509,6.334337176271155,3.1096600153729,yes
1241,12294367,2.968949194081212,-0.24875,-0.14016,8.072158706003723,2.5249247443773863,8.111125430804336,2.512897305573724,8.151806473803715,2.461576605176459,5.8394492132885,3.9734240568651744,5.878415938089113,3.961396618061512,5.919096981088491,3.9100759176642472,yes
